投稿日,タイトル,著者,URL,タグ,分類ラベル,要約,読了時間,ソース
2020-12-02,少年 君の空撮データは何色だ！,Taichi Furuhashi,https://medium.com/furuhashilab/少年-君の空撮データは何色だ-5a29fb759ca9,taichifuruhashi,qgis_gis_tools,〜 ドローンバード流・空撮データの命名規則 v2.0 (改訂版) 〜,9 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-11-29,ドローン部週報 19,Naoki Ito,https://medium.com/furuhashilab/ドローン部週報-19-b683dd26367c,drone,qgis_gis_tools,ミーティング,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-11-23,ついに集合！グラレコ部横瀬合宿。,川嶋彩香,https://medium.com/furuhashilab/ついに集合-グラレコ部横瀬合宿-81a5531b448b,graphicrecording,student_project,2020年11月18日にグラレコ部の合宿を行いました！ ！,5 min read,HTML:Furuhashi(mapconcierge)Lab_graphicrecording_20260303a.html
2020-11-16,ドローン週報⑱,Ran Matsuyama,https://medium.com/furuhashilab/ドローン週報⑱-d09bbfb4ffe8,drone,qgis_gis_tools,＃ドローン部合宿を終えて,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-11-09,ポイントクラウドデータを用いた三人称視点ドローンの検討,Hironori Morita,https://medium.com/furuhashilab/ポイントクラウドデータを用いた三人称視点ドローンの検討-1b9a0ceff67a,drone,qgis_gis_tools,ゼミ論中間発表 森田浩徳,14 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-11-09,Pix4Dを用いたオルソモザイクの形成のマニュアル作成,Naoki Ito,https://medium.com/furuhashilab/pix4dを用いたオルソモザイクの形成のマニュアル作成-e0fb55a7a334,drone,qgis_gis_tools,今回、私のゼミ論は、「Pix4Dを用いたオルソモザイクデータの生成、OAMにアップロードするまでの動画マニュアル作成」をすることに決めました。,4 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-11-07,ゼミ論中間発表～伊豆大島放置林調査～,Shunta Nakanishi,https://medium.com/furuhashilab/ゼミ論中間発表-伊豆大島放置林調査-749fabee5263,drone,qgis_gis_tools,地球社会共生学部 4年 1A117117 中西駿太,6 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-10-25,4TEDxGrareco,大岸裕紀,https://medium.com/furuhashilab/4tedxgrareco-bea0dbb03984,graphicrecording,student_project,先週お知らせした、TEDxAoyamaGakuinUへのグラレコ部参戦！ 「グラレコの素早さ」という良さを活かすには、なるはやで仕上げなくては…。,3 min read,HTML:Furuhashi(mapconcierge)Lab_graphicrecording_20260303a.html
2020-10-21,DRONEBIRDは災害時に何を行うのか！？,Hironori Morita,https://medium.com/furuhashilab/dronebirdは災害時に何を行うのか-f0e4a153bcb3,drone,qgis_gis_tools,ドローン部週報⑰ 森田浩徳,8 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-10-19,ドローン部週報16,佐野公紀,https://medium.com/furuhashilab/ドローン部週報16-3ad0727c0980,drone,qgis_gis_tools,こんにちは。 ドローン部の佐野です。,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-10-19,TED グラレコ TEDx,川嶋彩香,https://medium.com/furuhashilab/ted-グラレコ-tedx-47ffc3f9bee1,graphicrecording,student_project,前回に引き続き、グラレコ部ではTED動画を各自でグラレコしました。,3 min read,HTML:Furuhashi(mapconcierge)Lab_graphicrecording_20260303a.html
2020-10-05,ガチャムクがOAM解説員だった話,佐野公紀,https://medium.com/furuhashilab/ドローン部-ガチャムクハッカソン-87d7c602c854,drone,qgis_gis_tools,今回のハッカソンでは、我々ドローン部はまず前回のハッカソンで終わらせることができなかった残りの作業をまた新たに進めるところからスタートしました。,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-10-05,ガチャムクこれでかけるはず…！！,川嶋彩香,https://medium.com/furuhashilab/ガチャムクこれでかけるはず-3030c0ce4c3a,graphicrecording,other,9月のハッカソンはガチャムクとコラボ！,4 min read,HTML:Furuhashi(mapconcierge)Lab_graphicrecording_20260303a.html
2020-09-28,ドローン部週報15,Ho,https://medium.com/furuhashilab/ドローン部週報15-720d94766057,drone,qgis_gis_tools,先週のミーティングでは今後の活動について話し合いました。,2 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-09-28,ガチャムクかける？,大岸裕紀,https://medium.com/furuhashilab/ガチャムクかける-910378d8245a,graphicrecording,student_project,こんにちは、グラレコ部大岸です。 今週もグラレコ部週報をお届けします！,3 min read,HTML:Furuhashi(mapconcierge)Lab_graphicrecording_20260303a.html
2020-09-21,再始動！,Hironori Morita,https://medium.com/furuhashilab/再始動-e9d7bdb83081,drone,qgis_gis_tools,ドローン部週報⑭ 森田浩徳,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-09-21,ドローン部週報⑭ 森田浩徳,Hironori Morita,https://medium.com/furuhashilab/ドローン部週報-dbecbb47748c,Drone,qgis_gis_tools,ドローン部週報⑭ 森田浩徳に関する記事です。主なタグはDroneです。,3 min read,xlsx_update
2020-09-21,会場づくり奮闘中,川嶋彩香,https://medium.com/furuhashilab/会場づくり奮闘中-a8046b04106a,report,event_report,空間デザイン部は前期に引き続き、10月18日開催のTEDxAoyamaGakuinU に向けて活動しています！,3 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2020-08-31,"令和2年7月豪雨クライシスマッピング参加者数は1,800人超え！しかし課題も多く、改善すべき点をまとめました。",Taichi Furuhashi,https://medium.com/furuhashilab/令和2年7月豪雨クライシスマッピング参加者数は1-800人超え-しかし課題も多く-改善すべき点をまとめました-f47bb540efee,taichifuruhashi,humanitarian_mapping,日本各地での水害被害が今年も増えてきました。,12 min read,HTML:Furuhashi(mapconcierge)Lab_crisismapping_20260303a.html
2020-08-23,ドローン部〜夏合宿〜,佐野公紀,https://medium.com/furuhashilab/ドローン部-夏合宿-ded7992ca531,drone,qgis_gis_tools,ドローン部4年の佐野です。,2 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-08-04,後期グラレコ部始動,川嶋彩香,https://medium.com/furuhashilab/続-グラレコ部github講座-b4fc37d9985a,graphicrecording,event_report,前回に引き続きグラレコ部ではGitHub勉強会を開催しました！,2 min read,HTML:Furuhashi(mapconcierge)Lab_graphicrecording_20260303a.html
2020-07-28,OpenAerialMapの活用(草津市編）,Hironori Morita,https://medium.com/furuhashilab/openaerialmapの活用-草津市編-a42476a6f891,drone,qgis_gis_tools,ハッカソン7月編,5 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-07-28,横瀬部ハッカソン、イベントコンセプト,Jiyul Lee,https://medium.com/furuhashilab/横瀬部ハッカソン-イベントコンセプト-7c24e03f8300,report,lab_overview,こんにちは、古橋研究室横瀬部4年イ・ジユルです。 今回7月オンラインハッカソンは「川とサウナ x OOO」のコンセプト決める活動を行いました。,3 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2020-07-28,横瀬部ハッカソン、コンセプト,Jiyul Lee,https://medium.com/@jiyul147/%E6%A8%AA%E7%80%AC%E9%83%A8%E3%83%8F%E3%83%83%E3%82%AB%E3%82%BD%E3%83%B3-%E3%82%B3%E3%83%B3%E3%82%BB%E3%83%97%E3%83%88-d0409cd48d51,Report,lab_overview,こんにちは、古橋研究室横瀬部4年イ・ジユルです。 今回7月オンラインハッカソンは「川とサウナ x OOO」のコンセプト決める活動を行いました。,3 min read,xlsx_update
2020-07-26,ドローン週報⑬,Ran Matsuyama,https://medium.com/furuhashilab/ドローン週報⑬-cec744111913,drone,qgis_gis_tools,こんにちは、松山蘭です。,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-07-21,勉強中。,大岸裕紀,https://medium.com/furuhashilab/勉強中-edbaf57b1c82,graphicrecording,student_project,こんにちは！ グラレコ部です。,3 min read,HTML:Furuhashi(mapconcierge)Lab_graphicrecording_20260303a.html
2020-07-21,こんにちは！グラレコ部です。 今週はGitHub講習会を開きました！,大岸裕紀,https://medium.com/furuhashilab/%E3%81%93%E3%82%93%E3%81%AB%E3%81%A1%E3%81%AF-e8c9795b5f63,Graphic Recording,student_project,こんにちは！グラレコ部です。 今週はGitHub講習会を開きました！に関する記事です。主なタグはGraphic Recordingです。,3 min read,xlsx_update
2020-07-19,ドローン部週報⑫,古屋 百々葉,https://medium.com/furuhashilab/ドローン部週報⑪-f6c5ad8e18d,drone,qgis_gis_tools,こんにちは！ 4年のこやももはです！,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-07-11,ドローン部週報 第１１週目,Shunta Nakanishi,https://medium.com/furuhashilab/ドローン部週報-第１１週目-72a23c8a14,drone,qgis_gis_tools,こんにちは、古橋研究室４年の中西駿太です。 オンラインハッカソンも無事終了し、さあーいよいよドローンを飛ばすぞ！,5 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-07-06,Map×グラレコ,大岸裕紀,https://medium.com/furuhashilab/map-グラレコ-878db22999ef,graphicrecording,student_project,グラレコ部です！ 今週はTEDグラレコとバーチャル祇園祭を紹介します！,5 min read,HTML:Furuhashi(mapconcierge)Lab_graphicrecording_20260303a.html
2020-07-05,ポスターセッション トップ掲載！！,Yuta Kita,https://medium.com/furuhashilab/%E3%83%9D%E3%82%B9%E3%82%BF%E3%83%BC%E3%82%BB%E3%83%83%E3%82%B7%E3%83%A7%E3%83%B3-%E3%83%88%E3%83%83%E3%83%97%E6%8E%B2%E8%BC%89-10f0b8bd425b,Openstreetmap,openstreetmap,先週のハッカソン終了後、YouthMappers部はState of the mapのポスターセッションの締め切りに追われていました。 各自がポスターの制作を行いましたが、あまり満足するの物は出来上がらず。,2 min read,xlsx_update
2020-06-30,ドローンにまつわる法律,Hironori Morita,https://medium.com/furuhashilab/ドローンにまつわる法律-bdd855e0a9c7,drone,qgis_gis_tools,第3回ハッカソン ドローン部 チートシート,7 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-06-30,ドローン部週報 第10週目,Nao Yoshida,https://medium.com/furuhashilab/ドローン部週報-第10週目-27214bce3116,drone,qgis_gis_tools,こんにちは、古橋研究室４年の吉田です。 ドローン部週報も第10週目になるみたいですね。,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-06-30,ドローン部 図鑑組 ハッカソン,佐野公紀,https://medium.com/furuhashilab/ドローン部-図鑑組-ハッカソン-de0e9f340683,drone,qgis_gis_tools,こんにちは。 ドローン部4年の佐野です。,2 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-06-29,6月 ハッカソン グラレコ部,川嶋彩香,https://medium.com/furuhashilab/6月-ハッカソン-グラレコ部-57b58639006f,graphicrecording,event_report,グラレコとピクトグラム、そしてロゴは情報を凝縮して表すという点で関連しているのではないか？ ということで今回のハッカソンではロゴのデザインコンペに参加しました。,3 min read,HTML:Furuhashi(mapconcierge)Lab_graphicrecording_20260303a.html
2020-06-23,ドローン部週報⑨,佐野公紀,https://medium.com/furuhashilab/ドローン部週報⑨-a3cd8972224f,drone,qgis_gis_tools,こんにちは。 古橋研究室ドローン部の佐野です。,4 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-06-16,新しいアイデア、ピクトグラム。,大岸裕紀,https://medium.com/furuhashilab/新しいアイデア-ピクトグラム-536d23588d59,graphicrecording,student_project,今週のグラレコ部週報は、宿題だったTEDのグラレコとピクトグラムについて取り上げていきたいと思います！,5 min read,HTML:Furuhashi(mapconcierge)Lab_graphicrecording_20260303a.html
2020-06-15,荒野行動から学ぶドローンの安全飛行,Hironori Morita,https://medium.com/furuhashilab/荒野行動から学ぶドローンの安全飛行-d649e3d00bfa,drone,qgis_gis_tools,都心には様々な高層ビルがありますよね。 その中でも際立っているビル,7 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-06-02,ドローン部週報⑦,Yosuke Kanda,https://medium.com/furuhashilab/ドローン部週報⑦-5cf51207f93d,drone,student_project,今週のドローン部ではハッカソンに向けての各チームの進捗状況、to doについて確認しました。,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-06-01,いろいろな色,大岸裕紀,https://medium.com/furuhashilab/いろいろな色-77de4399ee77,graphicrecording,other,雨の日が増えてきましたね…。 もうそろそろ梅雨でしょうか？,4 min read,HTML:Furuhashi(mapconcierge)Lab_graphicrecording_20260303a.html
2020-05-24,ドローン部週報⑥,森玲子,https://medium.com/furuhashilab/ドローン部週報-71fd93bcfcc1,drone,qgis_gis_tools,こんにちは。 古橋ゼミ4年の森玲子です。,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-05-24,いろんなグラレコ,川嶋彩香,https://medium.com/furuhashilab/いろんなグラレコ-2e4d35e131d3,graphicrecording,student_project,今回のグラレコ部では「グラレコがどのような現場で使われているのか」調べ共有しました。,4 min read,HTML:Furuhashi(mapconcierge)Lab_graphicrecording_20260303a.html
2020-05-16,ドローン部週報⑤,Naoki Ito,https://medium.com/furuhashilab/ドローン部週報⑤-ecd14610c32d,drone,qgis_gis_tools,今回のミーティングでは,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-05-12,里山ガーデンPV、DRONEBIRD賞への道,Hironori Morita,https://medium.com/furuhashilab/里山ガーデンpv-dronebird賞への道-1e6f2e1e2440,drone,qgis_gis_tools,2020年度に入り、大手ドローン製造会社DJIから2つの新製品が発売されました。 一般人向けにMavic Air 2、産業用にはMATRICE 300 RTKとドローン界隈では少し盛り上がりを見せつつあります。,5 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-05-12,-ICTでシェアする地理教材研究会-,Shogo Hirasawa,https://medium.com/furuhashilab/ictでシェアする地理教材研究会-762ebe6bbdd8,graphicrecording,education,今コロナウイルスの影響で、様々な場所でオンライン化が進んでおります そんな中、学校での授業でパワポやGoogleスライドを使用する場面が増えてきています！,3 min read,HTML:Furuhashi(mapconcierge)Lab_graphicrecording_20260303a.html
2020-05-12,グラレコ部週報,Shogo Hirasawa,https://medium.com/furuhashilab/グラレコ部週報-6e9358c8de6,graphicrecording,student_project,こんにちは！ 4年平澤彰悟です！,2 min read,HTML:Furuhashi(mapconcierge)Lab_graphicrecording_20260303a.html
2020-05-12,ふるはし研究室の災害教室,安保龍一,https://medium.com/furuhashilab/ふるはし研究室の災害教室-5f6bbb204ab0,drone,qgis_gis_tools,こんにちは、古橋ゼミの安保です！ 今回オンラインハッカソンの第2回目ということで、我々のグループでは「ガチャピン＆ムックを使ったドローンワークショップの提案」を行いました。,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-05-06,ドローン部週報④,Ran Matsuyama,https://medium.com/furuhashilab/ドローン部週報④-b5af4f63e27b,drone,qgis_gis_tools,こんにちは。 今回担当します松山です。,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-05-05,横瀬部週報,Jiyul Lee,https://medium.com/furuhashilab/横瀬部週報-d6052817ba90,report,student_project,お久しぶりです！ 古橋ゼミ4年生、横瀬部のイジユルです！,3 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2020-04-30,グラレコ基礎講座開講,川嶋彩香,https://medium.com/furuhashilab/グラレコ部週報-グラレコ基礎講座開講-9f4a2c47c927,graphicrecording,other,グラレコは筋トレと同じ。 練習すればするほど身についていくもの。,4 min read,HTML:Furuhashi(mapconcierge)Lab_graphicrecording_20260303a.html
2020-04-29,ドローン部週報➂,古屋 百々葉,https://medium.com/furuhashilab/ドローン部週報➂-19f2f4298245,drone,qgis_gis_tools,こんにちは！ 4年の古屋百々葉です！,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-04-25,ようこそドローン部へ！～オンラインで知識を深めよう。～,Shunta Nakanishi,https://medium.com/furuhashilab/ようこそドローン部へ-オンラインで知識を深めよう-77a05d1fce3b,drone,qgis_gis_tools,■中西 駿太 地球社会共生学部 4年 A組 129番 1A117117,5 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-04-25,グラレコ的はじめの一歩,大岸裕紀,https://medium.com/furuhashilab/グラレコ部週報-グラレコ的はじめの一歩-dab1e930400c,graphicrecording,education,今週のゼミ、私はとっても緊張していたのです…。 なぜなら、今回のゼミのグラレコ議事録担当が私だったから…。,4 min read,HTML:Furuhashi(mapconcierge)Lab_graphicrecording_20260303a.html
2020-04-21,マッピングレベルを上げようの会,吉田涼香,https://medium.com/furuhashilab/%E3%83%9E%E3%83%83%E3%83%94%E3%83%B3%E3%82%B0%E3%83%AC%E3%83%99%E3%83%AB%E3%82%92%E4%B8%8A%E3%81%92%E3%82%88%E3%81%86%E3%81%AE%E4%BC%9A-32a41deae796,Openstreetmap,openstreetmap,こんにちは。 まだなかなかマッピングについてよくわからない吉田です。,2 min read,xlsx_update
2020-04-15,初めてのMedium投稿,Yuta Kita,https://medium.com/furuhashilab/%E5%88%9D%E3%82%81%E3%81%A6%E3%81%AEmedium%E6%8A%95%E7%A8%BF-84bdbce446f7,Openstreetmap,openstreetmap,今回初めてMediumを担当することになった3年の木多祐太です。,2 min read,xlsx_update
2020-04-14,新生ドローン部、始動。,Nao Yoshida,https://medium.com/furuhashilab/新生ドローン部-始動-5064d5a5918,drone,education,今週のゼミ（4/14）でゼミ内サークルの所属先確認やその中でのチーム振り分けなどが決まり、今年度のゼミが本格的にスタートしました！,5 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-04-09,ハッカソン(4/7〜4/9) チーム依田,Nao Yoshida,https://medium.com/furuhashilab/%E3%83%8F%E3%83%83%E3%82%AB%E3%82%BD%E3%83%B3-4-7-4-9-%E3%83%81%E3%83%BC%E3%83%A0%E4%BE%9D%E7%94%B0-2eaaf7f768e7,Openstreetmap,student_project,こんにちは、４年の吉田です。 今回のハッカソン（4/7〜4/9）について私たちのチームの報告をします。,4 min read,xlsx_update
2020-04-07,YouthMappersAGU 定例会議,Kuniharu Higano,https://medium.com/furuhashilab/youthmappersagu-%E5%AE%9A%E4%BE%8B%E4%BC%9A%E8%AD%B0-83905151a038,Openstreetmap,openstreetmap,こんにちは、古橋ゼミ３年の日向野邦春です。,3 min read,xlsx_update
2020-03-13,YouthMappers AGU 定例会議,Ayako Takahashi,https://medium.com/furuhashilab/youthmappers-agu-%E5%AE%9A%E4%BE%8B%E4%BC%9A%E8%AD%B0-59954b4a1ff7,Openstreetmap,openstreetmap,こんにちは、古橋ゼミ1年の髙橋彩子です。,2 min read,xlsx_update
2020-03-12,2/25 UNITAR-UNVT Meeting＠青山キャンパス,安保龍一,https://medium.com/furuhashilab/2-25-unitar-unvt-meeting-青山キャンパス-7fd67e913cfc,report,lab_overview,こんにちは、古橋研究室の安保龍一です！,5 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2020-02-15,Youth Mappers AGU 定例会議,Kuniharu Higano,https://medium.com/furuhashilab/youth-mappers-agu-%E5%AE%9A%E4%BE%8B%E4%BC%9A%E8%AD%B0-3126f7c5a56f,Openstreetmap,openstreetmap,こんにちは、古橋ゼミ2年の日向野邦春です。,2 min read,xlsx_update
2019-12-20,12/21 ゼミ論中間発表報告,Jiyul Lee,https://medium.com/furuhashilab/12-21-ゼミ論中間発表報告-5abee3c0eaa5,report,lab_overview,こんにちは、古橋研究室3年LEE・JIYULです。,3 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2019-12-18,ドローン部週報 第8週目,古屋 百々葉,https://medium.com/furuhashilab/ドローン部週報-第8週目-9d9f2ae6eeeb,drone,lab_overview,こんにちは！ 古橋研究室3年の古屋百々葉です。,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2019-12-16,ドローン部週報 ７週目,Hironori Morita,https://medium.com/furuhashilab/ドローン部週報-７週目-917d1b32d7be,drone,qgis_gis_tools,今週はドローン部リーダーに就任してから、ポップアップ広告がDJIだらけになってしまった3年の森田が担当いたします。 今回は最近話題になりつつある、「ドローン技能評価方法 ”STM for SUAS”」について書いていこうと思います。,5 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2019-12-09,グラレコ初心者が感じる障害を解決する,Haruka Yasuda,https://medium.com/furuhashilab/グラレコ初心者が感じる障害をかいけつすｒ-683ddc454ac0,graphicrecording,other,12/7㈯のアドベントカレンダー担当の安田遥です。,4 min read,HTML:Furuhashi(mapconcierge)Lab_graphicrecording_20260303a.html
2019-12-08,ドローン部週報 第６週目,Nao Yoshida,https://medium.com/furuhashilab/ドローン部週報-第６週目-b1bc18bb4d38,drone,lab_overview,こんにちは、古橋研究室３年の吉田です！,5 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2019-12-04,なぜ古橋研究室が mapbox meetup を主催するのか？,Taichi Furuhashi,https://medium.com/furuhashilab/なぜ古橋研究室が-mapbox-meetup-を主催するのか-48813d8c26b4,taichifuruhashi,lab_overview,2019年、mapbox が日本にやってきた。,14 min read,HTML:Furuhashi(mapconcierge)Lab_taichifuruhashi_20260303a.html
2019-12-04,アドベントカレンダー 12/4( 水),Yuto Itagaki,https://medium.com/furuhashilab/アドベントカレンダー-12-4-水-95fc5ba4a15e,report,lab_overview,やあ。 古橋研究室4年生の板垣勇渡です！,3 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2019-12-03,アドベントカレンダー12/2,Kaori Suemitsu,https://medium.com/furuhashilab/アドベントカレンダー12-2-776e2109c12e,graphicrecording,lab_overview,古橋研究室4年の末光香織です。,3 min read,HTML:Furuhashi(mapconcierge)Lab_graphicrecording_20260303a.html
2019-12-02,オープンなコミュニティだからこそ行動規範 Code of Conduct を大事にする。,Taichi Furuhashi,https://medium.com/furuhashilab/オープンなコミュニティだからこそ行動規範-code-of-conduct-を大事にする-9eb6ddef7b58,taichifuruhashi,qgis_gis_tools,災害ドローン救援隊DRONEBIRDは誰でも参加できる。,4 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2019-12-02,12/2 防災訓練＠狛江市,安保龍一,https://medium.com/furuhashilab/12-2-防災訓練-狛江市-878e8d58fb6,drone,humanitarian_mapping,こんにちは安保龍一です。,4 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2019-11-24,SIP-adus workshop 2019 -Section Dynamic map,Jiyul Lee,https://medium.com/furuhashilab/sip-adus-workshop-2019-section-dynamic-map-ed5a867caa2f,report,other,JIYUL LEE,3 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2019-11-24,ギットハ部週報：JavaScriptの勉強,北野恭一朗,https://medium.com/furuhashilab/ギットハ部週報-javascriptの勉強-d65f373306ff,report,student_project,１．報告者名（外部の場合は所属まで）,3 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2019-11-22,グラレコ初心者の感じる障害,Haruka Yasuda,https://medium.com/furuhashilab/グラレコ初心者の感じる障害-267fbdeebbae,graphicrecording,education,こんにちは、古橋ゼミ3年グラレコ部の安田です。 古橋ゼミには4年生のための卒論、3年生のための卒論準備としてのゼミ論というものがあります。,5 min read,HTML:Furuhashi(mapconcierge)Lab_graphicrecording_20260303a.html
2019-11-22,ドローン部 週報 第４週目,Shunta Nakanishi,https://medium.com/furuhashilab/ドローン部-週報-第４週目-1e78a2b2e04f,drone,qgis_gis_tools,今回の週報では、ドローンを操る者として最低限知っていないといけない「航空法」について紹介しようと思います。 もう既に知っていないとおかしいレベルの話かもしれませんが、確認の意味も込めて取り上げたいと思います。,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2019-11-19,横瀬部第４回目週報,Jiyul Lee,https://medium.com/furuhashilab/横瀬部第４回目週報-ca968537faab,report,lab_overview,こんにちは！ 古橋研究室3年イジユルです。,2 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2019-11-18,ギットハ部週報：GitHub Mobile登場,Kouki Takesue,https://medium.com/furuhashilab/ギットハ部週報-github-mobile登場-be965b0e8899,report,student_project,Mobileからのコード編集・プルリクが可能となることで変わることとは？,3 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2019-11-11,SotM Asia 2019 Bangladeshは凄かったぜ,Kouki Takesue,https://medium.com/furuhashilab/sotm-asia-2019-bangladeshは凄かったぜ-5065dc51a072,report,lab_overview,みなさんお元気に過ごされていますでしょうか。 古橋研究室2期生の武末です。,6 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2019-10-23,グラレコ部週報：2019年10月第3週目,Kaori Suemitsu,https://medium.com/furuhashilab/グラレコ部週報-2019年10月第3週目-d2ae87ba2051,fieldwork,student_project,"遅くなりましたが、9/28,29に神田外国語大学で行われたCode for Japan Summit in 千葉にグラフィックレコーダーとして参加してきました。",3 min read,HTML:Furuhashi(mapconcierge)Lab_fieldwork_20260303a.html
2019-10-22,ギットハ部週報：技術は公開するもの,Kouki Takesue,https://medium.com/furuhashilab/ギットハ部週報-技術は公開するもの-6ed7d9a59496,report,student_project,Qiitaで早速いいねされて嬉しいねって話,3 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2019-10-21,Postgresqlのインストール・進捗報告,Kouki Takesue,https://medium.com/furuhashilab/postgresqlのインストール-進捗報告-1cc8d15f4d3d,report,other,環境構築を記事にしてみました。,2 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2019-10-14,ドローン部週報：ドローン部始動開始！,古屋 百々葉,https://medium.com/furuhashilab/こんにちは-3年のこやももはです-45b6a074086b,drone,qgis_gis_tools,こんにちは！ 3年のこやももはです！,1 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2019-10-06,10/4 Ingress FS ＠新宿,安保龍一,https://medium.com/furuhashilab/10-4-ingress-fs-新宿-3bd8da59f2d7,fieldwork,fieldwork,こんにちは安保龍一です。,4 min read,HTML:Furuhashi(mapconcierge)Lab_fieldwork_20260303a.html
2019-09-30,OSM Updata Checker中間進捗報告,Kouki Takesue,https://medium.com/furuhashilab/osm-updata-checker中間進捗報告-af83cad5b354,report,openstreetmap,だいぶ様になってきました。 OSMUCをご紹介。,4 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2019-09-26,2019年九州北部豪雨・台風15号被災地クライシスマッピング中間報告,Taichi Furuhashi,https://medium.com/furuhashilab/2019年九州北部豪雨-台風15号被災地クライシスマッピング中間報告-bf832d70d52b,taichifuruhashi,humanitarian_mapping,9月8日朝、気象予報士として尊敬している森田さんのTweetを見た瞬間に台風15号は被害が甚大になるだろうと覚悟を決めた。 まず台風の中心気圧が960hPaからまったく変わっていない(勢力が衰えていない)こと。,6 min read,HTML:Furuhashi(mapconcierge)Lab_crisismapping_20260303a.html
2019-09-19,これもそなえ！防災イベントに向けてやることは？,Kaori Suemitsu,https://medium.com/furuhashilab/これもそなえ-防災イベントに向けてやることは-ed58f492a57a,crisismapping,lab_overview,どうも、古橋研究室4年の末光です。,3 min read,HTML:Furuhashi(mapconcierge)Lab_crisismapping_20260303a.html
2019-08-26,石巻で学んだ三日間。,Kouki Takesue,https://medium.com/furuhashilab/石巻で学んだ三日間-bf5b5ef4c437,fieldwork,fieldwork,石巻ハッカソン、運営から見るか参加者から見るか。,8 min read,HTML:Furuhashi(mapconcierge)Lab_fieldwork_20260303a.html
